species,length,weight,w_l_ratio
Paradise threadfin,13.63,3.7,0.27
Paradise threadfin,16.22,4.09,0.25
Paradise threadfin,13.59,4.14,0.3
Paradise threadfin,14.24,4.11,0.29
Paradise threadfin,13.19,3.88,0.29
Paradise threadfin,13.87,3.93,0.28
Paradise threadfin,11.14,3.9,0.35
Paradise threadfin,10.98,4.09,0.37
Paradise threadfin,16.44,3.95,0.24
Paradise threadfin,13.82,3.93,0.28
Paradise threadfin,11.33,4.09,0.36
Paradise threadfin,12.93,4.02,0.31
Paradise threadfin,11.89,3.94,0.33
Paradise threadfin,14.22,4.07,0.29
Paradise threadfin,11.96,3.96,0.33
Paradise threadfin,13.81,3.96,0.29
Paradise threadfin,14.84,3.98,0.27
Paradise threadfin,12.89,3.89,0.3
Paradise threadfin,12.43,3.93,0.32
Paradise threadfin,14.6,4.29,0.29
Paradise threadfin,12.16,3.8,0.31
Paradise threadfin,13.23,3.88,0.29
Paradise threadfin,11.81,3.9,0.33
Paradise threadfin,12.67,4.04,0.32
Paradise threadfin,13.44,4.02,0.3
Paradise threadfin,11.61,4.02,0.35
Paradise threadfin,12.96,4.08,0.31
Paradise threadfin,9.75,4.04,0.41
Paradise threadfin,11.49,3.96,0.34
Paradise threadfin,15.06,3.95,0.26
Spanner barb,9.85,2.63,0.27
Spanner barb,14.51,2.62,0.18
Spanner barb,12.75,2.65,0.21
Spanner barb,14.09,2.61,0.19
Spanner barb,14.7,2.73,0.19
Spanner barb,14.28,2.68,0.19
Spanner barb,14.01,2.59,0.19
Spanner barb,11.45,2.66,0.23
Spanner barb,14.32,2.69,0.19
Spanner barb,12.71,2.6,0.2
Spanner barb,13.32,2.6,0.2
Spanner barb,12.53,2.69,0.21
Spanner barb,14.06,2.59,0.18
Spanner barb,12.7,2.65,0.21
Spanner barb,10.75,2.65,0.25
Spanner barb,14.02,2.64,0.19
Spanner barb,13.17,2.62,0.2
Spanner barb,13.92,2.63,0.19
Spanner barb,14.14,2.58,0.18
Spanner barb,14.38,2.7,0.19
Spanner barb,11.55,2.63,0.23
Spanner barb,11.64,2.49,0.21
Spanner barb,13.25,2.66,0.2
Spanner barb,11.3,2.67,0.24
Spanner barb,13.34,2.62,0.2
Spanner barb,12.39,2.56,0.21
Spanner barb,14.03,2.68,0.19
Spanner barb,12.48,2.7,0.22
Spanner barb,11.22,2.62,0.23
Spanner barb,13.67,2.61,0.19
Spanner barb,13.41,2.64,0.2
Spanner barb,11.87,2.57,0.22
Spanner barb,13.83,2.63,0.19
Spanner barb,14.25,2.63,0.18
Spanner barb,13.23,2.75,0.21
Spanner barb,14.43,2.61,0.18
Spanner barb,12.68,2.55,0.2
Spanner barb,14.6,2.75,0.19
Spanner barb,12.76,2.59,0.2
Spanner barb,13.9,2.64,0.19
Spanner barb,10.73,2.59,0.24
Spanner barb,15.24,2.73,0.18
Spanner barb,11.18,2.69,0.24
Spanner barb,11.95,2.61,0.22
Spanner barb,13.25,2.67,0.2
Spanner barb,14.22,2.59,0.18
Spanner barb,10.06,2.54,0.25
Spanner barb,11.78,2.54,0.22
Spanner barb,12.63,2.67,0.21
Spanner barb,15.22,2.6,0.17
Spanner barb,11.46,2.63,0.23
Spanner barb,12.67,2.71,0.21
Spanner barb,14.57,2.64,0.18
Spanner barb,11.29,2.55,0.23
Spanner barb,11.04,2.62,0.24
Spanner barb,14.38,2.61,0.18
Spanner barb,12.98,2.58,0.2
Spanner barb,13.12,2.63,0.2
Spanner barb,12.63,2.63,0.21
Spanner barb,12.89,2.64,0.21
Spanner barb,12.83,2.61,0.2
Spanner barb,12.62,2.66,0.21
Spanner barb,14.27,2.68,0.19
Spanner barb,13.46,2.69,0.2
Spanner barb,13.78,2.67,0.19
Spanner barb,13.98,2.67,0.19
Spanner barb,14.48,2.66,0.18
Spanner barb,9.69,2.6,0.27
Spanner barb,13.63,2.67,0.2
Spanner barb,14.45,2.62,0.18
Spanner barb,11.46,2.59,0.23
Spanner barb,12.31,2.55,0.21
Spanner barb,14.58,2.63,0.18
Spanner barb,12.4,2.64,0.21
Spanner barb,13.69,2.61,0.19
Spanner barb,11.06,2.58,0.23
Spanner barb,11.9,2.61,0.22
Spanner barb,14.03,2.62,0.19
Spanner barb,11.32,2.58,0.23
Spanner barb,13.93,2.67,0.19
Spanner barb,12.02,2.62,0.22
Spanner barb,12.41,2.59,0.21
Spanner barb,12.74,2.61,0.2
Spanner barb,13.79,2.66,0.19
Spanner barb,13.27,2.58,0.19
Spanner barb,14.13,2.61,0.18
Spanner barb,11.8,2.58,0.22
Spanner barb,12.06,2.54,0.21
Spanner barb,11.27,2.6,0.23
Spanner barb,13.84,2.69,0.19
Spanner barb,13.22,2.62,0.2
Spanner barb,12.72,2.54,0.2
Spanner barb,12.77,2.63,0.21
Spanner barb,14.01,2.66,0.19
Spanner barb,13.34,2.68,0.2
Spanner barb,12.78,2.62,0.21
Spanner barb,14.2,2.64,0.19
Spanner barb,14.28,2.72,0.19
Spanner barb,15.33,2.68,0.17
Spanner barb,14.13,2.62,0.19
Spanner barb,13.44,2.61,0.19
Spanner barb,14.06,2.68,0.19
Spanner barb,14.12,2.62,0.19
Spanner barb,13.94,2.52,0.18
Spanner barb,14.44,2.61,0.18
Spanner barb,11.16,2.61,0.23
Spanner barb,14.85,2.76,0.19
Spanner barb,13.4,2.71,0.2
Spanner barb,11.91,2.75,0.23
Spanner barb,12.31,2.63,0.21
Spanner barb,11.44,2.63,0.23
Spanner barb,9.75,2.57,0.26
Spanner barb,15.26,2.74,0.18
Spanner barb,12.8,2.59,0.2
Spanner barb,11.29,2.58,0.23
Spanner barb,12.85,2.61,0.2
Spanner barb,11.91,2.61,0.22
Spanner barb,13.55,2.61,0.19
Spanner barb,13.59,2.57,0.19
Spanner barb,10.44,2.56,0.25
Spanner barb,11.02,2.54,0.23
Spanner barb,13.2,2.66,0.2
Spanner barb,13.58,2.64,0.19
Spanner barb,14.61,2.59,0.18
Spanner barb,13.46,2.67,0.2
Spanner barb,13.92,2.64,0.19
Spanner barb,12.48,2.62,0.21
Spanner barb,14.11,2.64,0.19
Spanner barb,12.34,2.65,0.21
Spanner barb,11.21,2.63,0.23
Spanner barb,12.1,2.57,0.21
Spanner barb,12.4,2.69,0.22
Spanner barb,12.35,2.59,0.21
Spanner barb,12.16,2.56,0.21
Spanner barb,11.76,2.61,0.22
Spanner barb,13.91,2.72,0.2
Spanner barb,13.06,2.67,0.2
Spanner barb,14.81,2.67,0.18
Spanner barb,13.94,2.62,0.19
Spanner barb,13.32,2.57,0.19
Spanner barb,10.33,2.55,0.25
Spanner barb,13.96,2.67,0.19
Spanner barb,12.49,2.66,0.21
Spanner barb,13.37,2.66,0.2
Spanner barb,12.37,2.65,0.21
Spanner barb,10.46,2.59,0.25
Spanner barb,11.52,2.65,0.23
Spanner barb,11.99,2.67,0.22
Spanner barb,14.06,2.62,0.19
Spanner barb,11.47,2.59,0.23
Spanner barb,14.2,2.71,0.19
Spanner barb,12.98,2.62,0.2
Spanner barb,13.36,2.63,0.2
Spanner barb,14.34,2.68,0.19
Spanner barb,11.77,2.66,0.23
Spanner barb,13.29,2.61,0.2
Spanner barb,14.76,2.67,0.18
Spanner barb,10.86,2.63,0.24
Spanner barb,13.54,2.6,0.19
Spanner barb,11.68,2.62,0.22
Spanner barb,14.54,2.65,0.18
Spanner barb,13.59,2.59,0.19
Spanner barb,10.48,2.6,0.25
Spanner barb,14.2,2.68,0.19
Spanner barb,11.26,2.58,0.23
Spanner barb,12.03,2.6,0.22
Spanner barb,12.93,2.64,0.2
Spanner barb,10.53,2.58,0.25
Spanner barb,14.25,2.68,0.19
Spanner barb,12.37,2.64,0.21
Spanner barb,12.09,2.61,0.22
Spanner barb,13.17,2.61,0.2
Spanner barb,13.77,2.67,0.19
Spanner barb,12.15,2.57,0.21
Spanner barb,13.35,2.62,0.2
Spanner barb,14.96,2.65,0.18
Spanner barb,11.92,2.64,0.22
Spanner barb,12.92,2.59,0.2
Spanner barb,10.6,2.55,0.24
Spanner barb,13.48,2.69,0.2
Spanner barb,14.41,2.61,0.18
Spanner barb,14.7,2.61,0.18
Spanner barb,10.92,2.6,0.24
Spanner barb,12.87,2.67,0.21
Spanner barb,9.77,2.6,0.27
Spanner barb,13.33,2.66,0.2
Spanner barb,12.93,2.64,0.2
Spanner barb,12.9,2.63,0.2
Spanner barb,12.45,2.64,0.21
Spanner barb,13.54,2.69,0.2
Spanner barb,14.39,2.7,0.19
Spanner barb,14.22,2.65,0.19
Spanner barb,14.92,2.7,0.18
Spanner barb,11.03,2.58,0.23
Spanner barb,13.89,2.71,0.2
Spanner barb,12.0,2.58,0.22
Spanner barb,14.68,2.72,0.19
Spanner barb,13.87,2.69,0.19
Spanner barb,13.98,2.64,0.19
Spanner barb,10.83,2.54,0.23
Spanner barb,13.76,2.61,0.19
Spanner barb,12.86,2.68,0.21
Spanner barb,12.81,2.58,0.2
Spanner barb,13.34,2.6,0.19
Spanner barb,13.24,2.61,0.2
Spanner barb,13.21,2.6,0.2
Spanner barb,14.82,2.62,0.18
Spanner barb,13.23,2.69,0.2
Spanner barb,12.19,2.62,0.21
Spanner barb,12.53,2.61,0.21
Spanner barb,13.77,2.6,0.19
Spanner barb,12.67,2.65,0.21
Spanner barb,10.21,2.58,0.25
Spanner barb,11.82,2.62,0.22
Spanner barb,14.48,2.57,0.18
Spanner barb,12.48,2.61,0.21
Spanner barb,14.15,2.69,0.19
Spanner barb,14.4,2.71,0.19
Spanner barb,12.75,2.62,0.21
Spanner barb,11.3,2.59,0.23
Spanner barb,10.66,2.66,0.25
Spanner barb,13.45,2.68,0.2
Spanner barb,13.49,2.67,0.2
Spanner barb,14.96,2.65,0.18
Spanner barb,12.69,2.6,0.2
Spanner barb,14.62,2.64,0.18
Spanner barb,14.5,2.7,0.19
Spanner barb,12.35,2.69,0.22
Spanner barb,15.24,2.61,0.17
Spanner barb,11.81,2.63,0.22
Spanner barb,10.77,2.59,0.24
Spanner barb,11.4,2.63,0.23
Spanner barb,14.54,2.68,0.18
Spanner barb,13.28,2.64,0.2
Spanner barb,13.54,2.68,0.2
Spanner barb,13.77,2.64,0.19
Spanner barb,12.55,2.67,0.21
Spanner barb,15.03,2.74,0.18
Spanner barb,12.98,2.6,0.2
Spanner barb,13.07,2.59,0.2
Spanner barb,12.73,2.64,0.21
Spanner barb,13.76,2.69,0.2
Spanner barb,12.78,2.62,0.21
Spanner barb,14.11,2.65,0.19
Spanner barb,14.76,2.64,0.18
Spanner barb,13.37,2.69,0.2
Spanner barb,11.81,2.66,0.22
Spanner barb,13.22,2.64,0.2
Spanner barb,11.85,2.6,0.22
Spanner barb,11.56,2.54,0.22
Spanner barb,12.76,2.63,0.21
Spanner barb,10.86,2.64,0.24
Spanner barb,13.07,2.6,0.2
Spanner barb,12.53,2.64,0.21
Spanner barb,14.03,2.64,0.19
Spanner barb,12.4,2.66,0.21
Spanner barb,13.07,2.65,0.2
Spanner barb,13.98,2.7,0.19
Spanner barb,12.76,2.6,0.2
Spanner barb,12.68,2.61,0.21
Spanner barb,12.91,2.67,0.21
Spanner barb,14.68,2.66,0.18
Spanner barb,15.01,2.61,0.17
Spanner barb,14.59,2.7,0.19
Spanner barb,10.82,2.63,0.24
Spanner barb,12.85,2.61,0.2
Spanner barb,10.98,2.59,0.24
Spanner barb,10.96,2.56,0.23
Spanner barb,12.59,2.64,0.21
Spanner barb,11.11,2.6,0.23
Spanner barb,11.98,2.62,0.22
Spanner barb,12.96,2.57,0.2
Spanner barb,11.36,2.56,0.23
Spanner barb,11.64,2.58,0.22
Spanner barb,15.41,2.67,0.17
Spanner barb,13.56,2.56,0.19
Spanner barb,14.28,2.64,0.19
Spanner barb,12.09,2.66,0.22
Spanner barb,13.5,2.61,0.19
Spanner barb,11.91,2.65,0.22
Spanner barb,14.2,2.59,0.18
Spanner barb,13.31,2.56,0.19
Spanner barb,14.72,2.62,0.18
Spanner barb,14.06,2.65,0.19
Spanner barb,12.48,2.7,0.22
Spanner barb,11.41,2.66,0.23
Spanner barb,13.47,2.67,0.2
Spanner barb,14.24,2.67,0.19
Spanner barb,12.02,2.63,0.22
Spanner barb,12.75,2.59,0.2
Spanner barb,15.19,2.69,0.18
Spanner barb,14.44,2.68,0.19
Spanner barb,13.64,2.61,0.19
Spanner barb,12.09,2.72,0.22
Spanner barb,13.3,2.66,0.2
Spanner barb,11.71,2.6,0.22
Spanner barb,13.1,2.66,0.2
Spanner barb,14.08,2.66,0.19
Spanner barb,13.44,2.71,0.2
Spanner barb,12.84,2.64,0.21
Spanner barb,12.08,2.55,0.21
Spanner barb,13.75,2.61,0.19
Spanner barb,14.8,2.68,0.18
Spanner barb,12.35,2.61,0.21
Spanner barb,14.86,2.63,0.18
Spanner barb,15.01,2.66,0.18
Spanner barb,12.58,2.67,0.21
Spanner barb,13.65,2.62,0.19
Spanner barb,12.08,2.63,0.22
Spanner barb,12.84,2.63,0.2
Spanner barb,13.51,2.61,0.19
Spanner barb,13.41,2.55,0.19
Spanner barb,14.2,2.61,0.18
Spanner barb,11.23,2.65,0.24
Spanner barb,12.04,2.59,0.21
Spanner barb,13.45,2.63,0.2
Spanner barb,12.67,2.66,0.21
Spanner barb,14.37,2.67,0.19
Spanner barb,11.36,2.54,0.22
Spanner barb,14.47,2.63,0.18
Spanner barb,11.24,2.59,0.23
Spanner barb,14.3,2.66,0.19
Spanner barb,13.31,2.63,0.2
Spanner barb,14.51,2.62,0.18
Spanner barb,13.75,2.66,0.19
Spanner barb,14.25,2.66,0.19
Spanner barb,14.76,2.6,0.18
Spanner barb,11.54,2.6,0.23
Spanner barb,12.48,2.66,0.21
Spanner barb,12.0,2.68,0.22
Spanner barb,13.78,2.67,0.19
Spanner barb,14.03,2.68,0.19
Spanner barb,11.73,2.64,0.22
Spanner barb,13.48,2.62,0.19
Spanner barb,13.66,2.66,0.19
Spanner barb,14.3,2.64,0.18
Spanner barb,12.04,2.62,0.22
Spanner barb,14.19,2.66,0.19
Spanner barb,14.38,2.7,0.19
Spanner barb,15.16,2.7,0.18
Spanner barb,12.67,2.65,0.21
Spanner barb,14.47,2.72,0.19
Spanner barb,10.74,2.59,0.24
Spanner barb,11.44,2.61,0.23
Spanner barb,13.28,2.67,0.2
Spanner barb,13.07,2.64,0.2
Spanner barb,13.64,2.55,0.19
Spanner barb,12.9,2.69,0.21
Spanner barb,14.2,2.64,0.19
Spanner barb,13.95,2.61,0.19
Spanner barb,12.88,2.6,0.2
Spanner barb,15.22,2.69,0.18
Spanner barb,12.46,2.62,0.21
Spanner barb,15.22,2.65,0.17
Spanner barb,13.61,2.68,0.2
Spanner barb,12.16,2.63,0.22
Spanner barb,11.57,2.61,0.23
Spanner barb,11.94,2.71,0.23
Spanner barb,12.99,2.53,0.19
Spanner barb,14.86,2.71,0.18
Spanner barb,11.47,2.61,0.23
Spanner barb,14.89,2.67,0.18
Spanner barb,15.2,2.7,0.18
Spanner barb,11.07,2.6,0.24
Spanner barb,14.23,2.65,0.19
Spanner barb,14.1,2.61,0.18
Spanner barb,15.15,2.62,0.17
Spanner barb,12.52,2.62,0.21
Spanner barb,11.68,2.6,0.22
Spanner barb,14.51,2.63,0.18
Spanner barb,11.97,2.62,0.22
Spanner barb,13.72,2.67,0.19
Spanner barb,13.15,2.6,0.2
Spanner barb,12.76,2.63,0.21
Spanner barb,14.45,2.69,0.19
Spanner barb,14.15,2.63,0.19
Spanner barb,13.92,2.66,0.19
Spanner barb,14.65,2.65,0.18
Spanner barb,11.88,2.64,0.22
Spanner barb,14.04,2.64,0.19
Spanner barb,14.09,2.64,0.19
Spanner barb,13.74,2.65,0.19
Spanner barb,13.94,2.63,0.19
Spanner barb,14.83,2.63,0.18
Spanner barb,11.36,2.66,0.23
Spanner barb,13.61,2.62,0.19
Spanner barb,13.26,2.66,0.2
Spanner barb,11.48,2.67,0.23
Spanner barb,13.82,2.65,0.19
Spanner barb,13.34,2.6,0.19
Spanner barb,14.39,2.61,0.18
Spanner barb,14.24,2.71,0.19
Spanner barb,10.65,2.61,0.24
Spanner barb,14.06,2.61,0.19
Spanner barb,11.9,2.61,0.22
Spanner barb,14.17,2.7,0.19
Spanner barb,11.05,2.51,0.23
Spanner barb,13.18,2.58,0.2
Spanner barb,13.64,2.72,0.2
Spanner barb,13.97,2.61,0.19
Spanner barb,14.41,2.65,0.18
Spanner barb,12.77,2.56,0.2
Spanner barb,10.91,2.64,0.24
Spanner barb,13.56,2.58,0.19
Spanner barb,12.05,2.53,0.21
Spanner barb,14.01,2.59,0.18
Spanner barb,12.44,2.66,0.21
Spanner barb,13.45,2.64,0.2
Spanner barb,14.37,2.63,0.18
Spanner barb,13.73,2.65,0.19
Spanner barb,13.61,2.67,0.2
Spanner barb,13.01,2.65,0.2
Spanner barb,14.52,2.66,0.18
Spanner barb,14.76,2.6,0.18
Spanner barb,12.12,2.6,0.21
Spanner barb,12.9,2.6,0.2
Spanner barb,14.66,2.63,0.18
Spanner barb,13.17,2.68,0.2
Scaly hairfin anchovy,16.77,3.03,0.18
Scaly hairfin anchovy,17.35,3.11,0.18
Scaly hairfin anchovy,18.01,3.16,0.18
Scaly hairfin anchovy,16.47,3.15,0.19
Scaly hairfin anchovy,17.43,3.21,0.18
Scaly hairfin anchovy,18.23,3.2,0.18
Scaly hairfin anchovy,16.58,3.04,0.18
Scaly hairfin anchovy,19.25,3.14,0.16
Scaly hairfin anchovy,17.27,3.14,0.18
Scaly hairfin anchovy,18.46,3.32,0.18
Scaly hairfin anchovy,19.33,3.14,0.16
Scaly hairfin anchovy,17.53,3.12,0.18
Scaly hairfin anchovy,18.16,3.11,0.17
Scaly hairfin anchovy,17.67,3.07,0.17
Scaly hairfin anchovy,18.26,3.06,0.17
Scaly hairfin anchovy,16.06,3.25,0.2
Scaly hairfin anchovy,17.5,3.12,0.18
Scaly hairfin anchovy,18.34,3.4,0.19
Scaly hairfin anchovy,17.83,2.91,0.16
Scaly hairfin anchovy,17.65,3.21,0.18
Scaly hairfin anchovy,16.29,3.25,0.2
Scaly hairfin anchovy,16.98,3.19,0.19
Scaly hairfin anchovy,17.68,3.11,0.18
Scaly hairfin anchovy,18.02,3.12,0.17
Scaly hairfin anchovy,16.69,3.1,0.19
Scaly hairfin anchovy,18.0,3.19,0.18
Scaly hairfin anchovy,18.93,3.19,0.17
Scaly hairfin anchovy,18.71,3.07,0.16
Scaly hairfin anchovy,17.08,3.28,0.19
Scaly hairfin anchovy,17.51,3.13,0.18
Scaly hairfin anchovy,19.06,3.17,0.17
Scaly hairfin anchovy,18.08,3.11,0.17
Scaly hairfin anchovy,17.28,3.07,0.18
Scaly hairfin anchovy,16.85,3.3,0.2
Scaly hairfin anchovy,18.63,3.15,0.17
Scaly hairfin anchovy,18.9,3.19,0.17
Scaly hairfin anchovy,18.16,3.06,0.17
Scaly hairfin anchovy,17.85,3.07,0.17
Scaly hairfin anchovy,18.2,3.06,0.17
Scaly hairfin anchovy,17.59,3.23,0.18
Scaly hairfin anchovy,17.66,2.98,0.17
Scaly hairfin anchovy,19.02,3.21,0.17
Scaly hairfin anchovy,17.47,2.93,0.17
Scaly hairfin anchovy,18.5,3.26,0.18
Scaly hairfin anchovy,16.09,2.8,0.17
Scaly hairfin anchovy,17.84,3.07,0.17
Scaly hairfin anchovy,17.2,2.92,0.17
Scaly hairfin anchovy,17.01,3.06,0.18
Scaly hairfin anchovy,17.54,3.18,0.18
Scaly hairfin anchovy,18.49,2.89,0.16
Scaly hairfin anchovy,19.16,3.04,0.16
Scaly hairfin anchovy,17.47,3.06,0.18
Scaly hairfin anchovy,19.12,3.08,0.16
Scaly hairfin anchovy,18.65,3.13,0.17
Scaly hairfin anchovy,16.55,3.2,0.19
Scaly hairfin anchovy,17.11,3.05,0.18
Scaly hairfin anchovy,17.98,3.16,0.18
Scaly hairfin anchovy,16.89,3.12,0.18
Scaly hairfin anchovy,18.67,3.27,0.18
Scaly hairfin anchovy,17.57,2.89,0.16
Scaly hairfin anchovy,18.48,3.07,0.17
Scaly hairfin anchovy,18.78,3.08,0.16
Scaly hairfin anchovy,17.16,3.14,0.18
Scaly hairfin anchovy,17.51,3.04,0.17
Scaly hairfin anchovy,16.28,3.0,0.18
Scaly hairfin anchovy,16.43,3.06,0.19
Scaly hairfin anchovy,18.4,3.11,0.17
Scaly hairfin anchovy,17.26,3.04,0.18
Scaly hairfin anchovy,17.55,2.93,0.17
Scaly hairfin anchovy,18.32,3.18,0.17
Scaly hairfin anchovy,17.99,3.06,0.17
Scaly hairfin anchovy,17.87,3.15,0.18
Scaly hairfin anchovy,18.01,3.0,0.17
Scaly hairfin anchovy,18.37,3.16,0.17
Scaly hairfin anchovy,18.06,3.09,0.17
Scaly hairfin anchovy,17.93,3.24,0.18
Scaly hairfin anchovy,17.44,3.2,0.18
Scaly hairfin anchovy,19.08,3.04,0.16
Scaly hairfin anchovy,17.8,3.09,0.17
Scaly hairfin anchovy,17.85,2.94,0.16
Scaly hairfin anchovy,18.4,3.26,0.18
Scaly hairfin anchovy,17.23,2.91,0.17
Scaly hairfin anchovy,18.91,3.22,0.17
Scaly hairfin anchovy,17.42,2.94,0.17
Scaly hairfin anchovy,18.94,3.36,0.18
Scaly hairfin anchovy,17.73,3.09,0.17
Scaly hairfin anchovy,18.57,3.26,0.18
Scaly hairfin anchovy,16.69,2.95,0.18
Scaly hairfin anchovy,18.51,3.18,0.17
Scaly hairfin anchovy,18.44,3.07,0.17
Scaly hairfin anchovy,18.05,2.8,0.16
Scaly hairfin anchovy,17.42,3.09,0.18
Scaly hairfin anchovy,16.41,3.17,0.19
Scaly hairfin anchovy,17.32,3.25,0.19
Scaly hairfin anchovy,19.06,3.33,0.17
Scaly hairfin anchovy,19.01,2.89,0.15
Scaly hairfin anchovy,18.31,3.04,0.17
Scaly hairfin anchovy,16.83,3.09,0.18
Scaly hairfin anchovy,17.43,3.25,0.19
Scaly hairfin anchovy,18.38,3.02,0.16
Scaly hairfin anchovy,18.01,3.26,0.18
Scaly hairfin anchovy,17.79,3.03,0.17
Scaly hairfin anchovy,17.33,2.98,0.17
Scaly hairfin anchovy,17.65,2.99,0.17
Scaly hairfin anchovy,17.74,3.05,0.17
Scaly hairfin anchovy,18.21,3.13,0.17
Scaly hairfin anchovy,17.87,2.93,0.16
Scaly hairfin anchovy,18.63,3.04,0.16
Scaly hairfin anchovy,19.06,3.15,0.17
Scaly hairfin anchovy,16.88,3.12,0.19
Scaly hairfin anchovy,17.46,3.15,0.18
Scaly hairfin anchovy,18.65,3.16,0.17
Scaly hairfin anchovy,17.59,2.83,0.16
Scaly hairfin anchovy,18.29,3.26,0.18
Scaly hairfin anchovy,18.58,3.15,0.17
Scaly hairfin anchovy,17.7,2.97,0.17
Scaly hairfin anchovy,19.18,3.2,0.17
Scaly hairfin anchovy,18.17,3.19,0.18
Scaly hairfin anchovy,18.0,3.03,0.17
Scaly hairfin anchovy,17.17,3.05,0.18
Scaly hairfin anchovy,19.1,2.97,0.16
Scaly hairfin anchovy,17.8,3.22,0.18
Scaly hairfin anchovy,18.11,3.17,0.18
Scaly hairfin anchovy,17.5,3.17,0.18
Scaly hairfin anchovy,16.23,2.91,0.18
Scaly hairfin anchovy,17.45,3.12,0.18
Scaly hairfin anchovy,17.68,3.15,0.18
Scaly hairfin anchovy,17.9,2.99,0.17
Scaly hairfin anchovy,18.6,3.08,0.17
Scaly hairfin anchovy,18.82,3.19,0.17
Scaly hairfin anchovy,16.89,3.04,0.18
Scaly hairfin anchovy,18.97,3.18,0.17
Scaly hairfin anchovy,16.8,3.17,0.19
Scaly hairfin anchovy,17.07,3.04,0.18
Scaly hairfin anchovy,17.6,3.17,0.18
Scaly hairfin anchovy,18.83,3.27,0.17
Scaly hairfin anchovy,17.7,3.26,0.18
Scaly hairfin anchovy,17.27,2.94,0.17
Scaly hairfin anchovy,17.23,3.18,0.18
Scaly hairfin anchovy,17.62,2.9,0.16
Scaly hairfin anchovy,17.94,3.09,0.17
Scaly hairfin anchovy,18.49,3.05,0.17
Scaly hairfin anchovy,17.53,2.94,0.17
Scaly hairfin anchovy,17.13,2.93,0.17
Scaly hairfin anchovy,16.98,3.03,0.18
Scaly hairfin anchovy,17.0,3.18,0.19
Scaly hairfin anchovy,17.36,3.1,0.18
Scaly hairfin anchovy,17.47,3.15,0.18
Scaly hairfin anchovy,17.7,3.27,0.18
Scaly hairfin anchovy,19.36,3.0,0.15
Scaly hairfin anchovy,16.85,3.21,0.19
Scaly hairfin anchovy,16.08,3.13,0.19
Scaly hairfin anchovy,17.99,3.13,0.17
Scaly hairfin anchovy,17.84,3.11,0.17
Scaly hairfin anchovy,17.75,3.24,0.18
Scaly hairfin anchovy,17.94,3.13,0.17
Scaly hairfin anchovy,17.72,3.07,0.17
Scaly hairfin anchovy,18.01,3.23,0.18
Scaly hairfin anchovy,18.0,2.97,0.17
Scaly hairfin anchovy,17.15,3.08,0.18
Scaly hairfin anchovy,16.43,3.04,0.19
Scaly hairfin anchovy,17.62,3.18,0.18
Scaly hairfin anchovy,17.82,3.28,0.18
Scaly hairfin anchovy,18.06,3.06,0.17
Scaly hairfin anchovy,18.03,3.12,0.17
Scaly hairfin anchovy,16.65,3.05,0.18
Scaly hairfin anchovy,18.09,3.26,0.18
Scaly hairfin anchovy,18.35,3.01,0.16
Scaly hairfin anchovy,17.31,3.1,0.18
Scaly hairfin anchovy,19.48,3.35,0.17
Scaly hairfin anchovy,17.54,3.13,0.18
Scaly hairfin anchovy,18.49,3.13,0.17
Scaly hairfin anchovy,16.77,3.18,0.19
Scaly hairfin anchovy,18.48,3.14,0.17
Scaly hairfin anchovy,17.61,3.25,0.18
Scaly hairfin anchovy,17.11,3.11,0.18
Scaly hairfin anchovy,18.28,3.1,0.17
Scaly hairfin anchovy,18.91,3.04,0.16
Scaly hairfin anchovy,18.45,3.25,0.18
Scaly hairfin anchovy,18.45,3.3,0.18
Scaly hairfin anchovy,17.66,3.27,0.18
Scaly hairfin anchovy,18.34,2.95,0.16
Scaly hairfin anchovy,19.07,3.21,0.17
Scaly hairfin anchovy,18.31,3.07,0.17
Scaly hairfin anchovy,17.65,3.11,0.18
Scaly hairfin anchovy,18.74,3.16,0.17
Scaly hairfin anchovy,18.36,3.38,0.18
Scaly hairfin anchovy,17.87,2.97,0.17
Scaly hairfin anchovy,19.09,3.3,0.17
Scaly hairfin anchovy,17.86,3.2,0.18
Scaly hairfin anchovy,16.67,3.02,0.18
Scaly hairfin anchovy,17.15,2.84,0.17
Scaly hairfin anchovy,16.95,3.04,0.18
Scaly hairfin anchovy,18.88,3.2,0.17
Scaly hairfin anchovy,17.68,2.83,0.16
Scaly hairfin anchovy,18.84,3.08,0.16
Scaly hairfin anchovy,17.04,3.08,0.18
Scaly hairfin anchovy,18.32,3.22,0.18
Scaly hairfin anchovy,17.63,3.14,0.18
Scaly hairfin anchovy,17.3,3.02,0.17
Scaly hairfin anchovy,16.72,3.2,0.19
Scaly hairfin anchovy,18.57,3.05,0.16
Scaly hairfin anchovy,17.73,2.95,0.17
Scaly hairfin anchovy,16.62,3.07,0.18
Scaly hairfin anchovy,18.53,3.0,0.16
Scaly hairfin anchovy,17.81,3.07,0.17
Scaly hairfin anchovy,17.97,3.18,0.18
Scaly hairfin anchovy,17.34,3.06,0.18
Scaly hairfin anchovy,16.74,3.07,0.18
Scaly hairfin anchovy,18.07,3.04,0.17
Scaly hairfin anchovy,18.04,3.14,0.17
Scaly hairfin anchovy,18.19,2.95,0.16
Scaly hairfin anchovy,17.76,3.08,0.17
Scaly hairfin anchovy,18.65,3.14,0.17
Scaly hairfin anchovy,16.18,3.01,0.19
Scaly hairfin anchovy,17.64,3.12,0.18
